Blue_ADC,Blue_Support,Red_ADC,Red_Support,Bot_Gold_Diff_10,matchID,Blue_Win
Jinx,Milio,Ezreal,Leona,-1094,EUW1_6879030735,0
Ezreal,Lux,Ashe,Nautilus,1737,EUW1_6877767603,0
Caitlyn,Nami,Lucian,Janna,670,EUW1_6877738761,1
Ashe,Lulu,MissFortune,Nasus,908,EUW1_6877720493,1
Caitlyn,Senna,Ezreal,Velkoz,67,EUW1_6877653965,1
Twitch,Braum,Jhin,Janna,-1943,EUW1_6877605563,1
Karthus,Ashe,Twitch,Renata,40,EUW1_6877532001,1
Yasuo,TwistedFate,Jhin,Thresh,-1969,EUW1_6877402073,0
Samira,Rell,Jinx,Annie,1509,EUW1_6877337200,0
Caitlyn,Janna,Jinx,Thresh,-905,EUW1_6877285862,0
Caitlyn,Lulu,Varus,Janna,-2057,EUW1_6877128762,0
Ashe,Rakan,Samira,Maokai,-904,EUW1_6877080214,0
Vayne,Lulu,Ezreal,Lux,-657,EUW1_6876779994,1
Zeri,Janna,Smolder,Zilean,356,EUW1_6876284854,0
Kaisa,Brand,Jinx,Velkoz,830,EUW1_6876234454,0
Aphelios,Thresh,Kaisa,Leona,-57,EUW1_6876181585,0
Ezreal,FiddleSticks,Twitch,Renata,-1338,EUW1_6876117507,1
Twitch,Morgana,Ashe,Lulu,-1580,EUW1_6876054955,1
Jinx,Milio,Ashe,Seraphine,-725,EUW1_6875974372,1
Smolder,Heimerdinger,Jinx,Thresh,738,EUW1_6875787503,1
Zeri,Leona,Aphelios,Rakan,-785,EUW1_6881228406,1
